,Course,Course Title,School,School Code,Department Name,Course Subject,Course Number,Average GPA,Total Grades,Level,Weeder,weeded%,Easy A,A%
1576,PSYCH 614,Adv Stat Methods,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,614,3.905555555555556,126,600.0,False,0.0,False,88.88888888888889
1577,PSYCH 619,Supervised Research,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,619,3.9973094170403587,223,600.0,False,0.0,True,100.0
1578,PSYCH 808,Special Seminar,"Literature, Science & the Arts",LSA,Psychology Department,PSYCH,808,3.94,50,,False,2.0,False,98.0
1579,PUBHLTH 200,Health and Society:  Introduction to Public Health,Public Health,PH,School Of Public Health,PUBHLTH,200,3.421533923303835,678,200.0,False,0.2949852507374631,False,47.78761061946903
1580,PUBHLTH 300,Behav Soc HP,Public Health,PH,School Of Public Health,PUBHLTH,300,3.5446991404011463,349,300.0,False,2.5787965616045847,False,68.76790830945558
1581,PUBHLTH 305,Environ Health,Public Health,PH,School Of Public Health,PUBHLTH,305,3.6944444444444446,36,300.0,False,0.0,False,77.77777777777779
1582,PUBHLTH 310,Nutrition Life Cycle,Public Health,PH,School Of Public Health,PUBHLTH,310,3.4278350515463916,97,300.0,False,0.0,False,56.70103092783505
1583,PUBHLTH 350,Global Public Health:  Challenges and Transformations,Public Health,PH,School Of Public Health,PUBHLTH,350,3.7625,136,300.0,False,1.4705882352941175,False,81.61764705882352
1584,PUBHLTH 360,"Com, Cult, SJ in PH",Public Health,PH,School Of Public Health,PUBHLTH,360,3.978947368421053,57,300.0,False,0.0,True,100.0
1585,PUBHLTH 370,Pub Hlth Bio Pathphy,Public Health,PH,School Of Public Health,PUBHLTH,370,3.6375,56,300.0,False,0.0,False,75.0
1586,PUBHLTH 381,Pub Hlth Systems,Public Health,PH,School Of Public Health,PUBHLTH,381,3.8081632653061224,98,300.0,False,1.0204081632653061,False,86.73469387755102
1587,PUBHLTH 600,,Public Health,PH,,PUBHLTH,600,3.8894736842105258,38,600.0,False,0.0,True,92.10526315789474
1588,PUBPOL 201,Systematic Thinking About the Problems of the Day,Public Policy,IPP,School Of Public Policy,PUBPOL,201,3.529279279279279,222,200.0,False,0.45045045045045046,False,62.612612612612615
1589,PUBPOL 320,"Politics, Political Institutions, and Public Policy",Public Policy,IPP,School Of Public Policy,PUBPOL,320,3.5188311688311678,154,300.0,False,0.0,False,53.896103896103895
1590,PUBPOL 330,Microeconomics for Public Policy,Public Policy,IPP,School Of Public Policy,PUBPOL,330,3.4381294964028775,139,300.0,False,0.0,False,46.043165467625904
1591,PUBPOL 422,Congress and State Legislatures,Public Policy,IPP,School Of Public Policy,PUBPOL,422,4.0,42,400.0,False,0.0,True,100.0
1592,PUBPOL 423,Pol Campaign Strateg,Public Policy,IPP,School Of Public Policy,PUBPOL,423,3.9620000000000006,50,400.0,False,0.0,True,98.0
1593,PUBPOL 475,Topics in Public Policy,Public Policy,IPP,School Of Public Policy,PUBPOL,475,3.833238636363636,352,400.0,False,0.2840909090909091,False,90.05681818181817
1594,PUBPOL 476,Topics in PubPol,Public Policy,IPP,School Of Public Policy,PUBPOL,476,4.0,75,400.0,False,0.0,True,100.0
1595,PUBPOL 495,Senior Colloquium,Public Policy,IPP,School Of Public Policy,PUBPOL,495,3.8121107266435987,289,400.0,False,0.0,False,88.92733564013841
1596,PUBPOL 510,The Politics of Public Policy,Public Policy,IPP,School Of Public Policy,PUBPOL,510,3.704,150,500.0,False,0.0,False,78.0
1597,PUBPOL 513,Calculus,Public Policy,IPP,School Of Public Policy,PUBPOL,513,3.6202702702702707,148,500.0,False,0.0,False,68.24324324324324
1598,PUBPOL 529,Statistics,Public Policy,IPP,School Of Public Policy,PUBPOL,529,3.542931937172775,191,500.0,False,0.0,False,63.35078534031413
1599,PUBPOL 555,Microeconomics A,Public Policy,IPP,School Of Public Policy,PUBPOL,555,3.5102564102564098,195,500.0,False,0.0,False,58.46153846153847
1600,PUBPOL 558,Micro B:Econ Dec Mkg,Public Policy,IPP,School Of Public Policy,PUBPOL,558,3.7571428571428567,210,500.0,False,0.0,False,80.47619047619048
1601,PUBPOL 567,STATA Practicum,Public Policy,IPP,School Of Public Policy,PUBPOL,567,3.7800000000000002,30,500.0,False,0.0,False,80.0
1602,PUBPOL 580,Values & Ethics,Public Policy,IPP,School Of Public Policy,PUBPOL,580,3.6758620689655177,232,500.0,False,0.0,False,74.56896551724138
1603,PUBPOL 587,Public Management,Public Policy,IPP,School Of Public Policy,PUBPOL,587,3.7949852507374624,339,500.0,False,0.0,False,82.59587020648968
1604,PUBPOL 639,Quantitative Methods of Program Evaluation,Public Policy,IPP,School Of Public Policy,PUBPOL,639,3.555609756097561,205,600.0,False,0.0,False,60.97560975609756
1605,PUBPOL 674,Ec&Soc Emerg Mrk Ec,Public Policy,IPP,School Of Public Policy,PUBPOL,674,3.96625,80,600.0,False,0.0,True,100.0
1606,PUBPOL 683,Elections and Campaigns,Public Policy,IPP,School Of Public Policy,PUBPOL,683,3.9485714285714284,35,600.0,False,0.0,True,100.0
1607,PUBPOL 716,Intro Chinese Policy,Public Policy,IPP,School Of Public Policy,PUBPOL,716,3.829850746268657,67,,False,0.0,False,89.55223880597015
1608,PUBPOL 746,Welfare Policy,Public Policy,IPP,School Of Public Policy,PUBPOL,746,3.728125,32,,False,0.0,False,71.875
1609,PUBPOL 750,Special Topics,Public Policy,IPP,School Of Public Policy,PUBPOL,750,3.79816091954023,435,,False,0.45977011494252873,False,86.89655172413792
1610,PUBPOL 754,Res Sem Sci Tech PP,Public Policy,IPP,School Of Public Policy,PUBPOL,754,3.9773584905660377,106,,False,0.0,True,100.0
1611,RELIGION 122,,"Literature, Science & the Arts",LSA,,RELIGION,122,3.3644444444444446,45,100.0,False,2.2222222222222223,False,51.11111111111111
1612,RELIGION 201,Introduction to World Religions: Near Eastern,"Literature, Science & the Arts",LSA,Studies In Religion,RELIGION,201,3.725714285714286,35,200.0,False,2.857142857142857,False,80.0
1613,RELIGION 230,Introduction to Buddhism,"Literature, Science & the Arts",LSA,Studies In Religion,RELIGION,230,3.5184466019417475,103,200.0,False,1.9417475728155338,False,64.07766990291263
1614,RELIGION 231,Intro Tibet Buddhism,"Literature, Science & the Arts",LSA,Studies In Religion,RELIGION,231,3.6926829268292685,41,200.0,False,0.0,False,70.73170731707317
1615,RELIGION 236,Int New Tstmnt,"Literature, Science & the Arts",LSA,Studies In Religion,RELIGION,236,3.463333333333333,30,200.0,False,0.0,False,56.666666666666664
1616,RELIGION 258,The Bible as Literature,"Literature, Science & the Arts",LSA,Studies In Religion,RELIGION,258,3.531707317073171,41,200.0,False,0.0,False,58.536585365853654
1617,RELIGION 277,The Land of Israel/Palestine through the Ages,"Literature, Science & the Arts",LSA,Studies In Religion,RELIGION,277,3.2966666666666664,30,200.0,False,0.0,False,50.0
1618,RELIGION 323,"Zen:  History, Culture, and Critique","Literature, Science & the Arts",LSA,Studies In Religion,RELIGION,323,3.6599999999999997,30,300.0,False,0.0,False,73.33333333333333
1619,RELIGION 381,Magic & Witchcraft,"Literature, Science & the Arts",LSA,Studies In Religion,RELIGION,381,3.7027027027027026,37,300.0,False,0.0,False,78.37837837837837
1620,ROB 501,Math for Robotics,Engineering,ENG,CoE Robotics Institute,ROB,501,3.6978723404255316,188,500.0,False,0.0,False,77.12765957446808
1621,ROB 550,Robotic Systems Laboratory,Engineering,ENG,CoE Robotics Institute,ROB,550,3.7725000000000004,120,500.0,False,0.0,False,80.0
1622,ROB 599,Special Topics in Robotics,Engineering,ENG,CoE Robotics Institute,ROB,599,3.94468085106383,47,500.0,False,0.0,True,95.74468085106383
1623,RUSSIAN 101,First-Year Russian,"Literature, Science & the Arts",LSA,Slavic Languages & Lit Dept,RUSSIAN,101,3.475757575757576,33,100.0,False,0.0,False,69.6969696969697
1624,RUSSIAN 333,Sport in Russia,"Literature, Science & the Arts",LSA,Slavic Languages & Lit Dept,RUSSIAN,333,3.4387096774193546,31,300.0,False,0.0,False,58.06451612903226
1625,SAC 190,First-Year Film Seminar,"Literature, Science & the Arts",LSA,Screen Arts and Cultures,SAC,190,3.428125,32,100.0,False,3.125,False,65.625
1626,SAC 202,Introduction to Digital Media Studies,"Literature, Science & the Arts",LSA,Screen Arts and Cultures,SAC,202,3.608045977011494,87,200.0,False,0.0,False,68.96551724137932
1627,SAC 210,Introduction to Screenwriting,"Literature, Science & the Arts",LSA,Screen Arts and Cultures,SAC,210,3.647619047619048,189,200.0,False,2.1164021164021163,False,78.3068783068783
1628,SAC 236,The Art of the Film,"Literature, Science & the Arts",LSA,Screen Arts and Cultures,SAC,236,3.4719222462203025,463,200.0,False,1.9438444924406046,False,59.179265658747305
1629,SAC 272,Classical Film Theory,"Literature, Science & the Arts",LSA,Screen Arts and Cultures,SAC,272,3.211864406779661,177,200.0,False,1.1299435028248588,False,35.59322033898305
1630,SAC 290,Introduction to Media Production,"Literature, Science & the Arts",LSA,Screen Arts and Cultures,SAC,290,3.679716981132076,212,200.0,False,0.9433962264150944,False,77.35849056603774
1631,SAC 304,Topics in Media Production I,"Literature, Science & the Arts",LSA,Screen Arts and Cultures,SAC,304,3.5600000000000005,45,300.0,False,2.2222222222222223,False,66.66666666666666
1632,SAC 334,"Race, Gender, Sexuality and U.S. Culture in Video Games","Literature, Science & the Arts",LSA,Screen Arts and Cultures,SAC,334,3.607246376811594,69,300.0,False,1.4492753623188406,False,72.46376811594203
1633,SAC 352,Film History: Origins to the French New Wave,"Literature, Science & the Arts",LSA,Screen Arts and Cultures,SAC,352,3.5090909090909093,165,300.0,False,0.6060606060606061,False,58.78787878787879
1634,SAC 353,Film History: Post New Wave,"Literature, Science & the Arts",LSA,Screen Arts and Cultures,SAC,353,3.525,100,300.0,False,2.0,False,60.0
1635,SAC 355,Television History,"Literature, Science & the Arts",LSA,Screen Arts and Cultures,SAC,355,3.458823529411765,34,300.0,False,2.941176470588235,False,55.88235294117647
1636,SAC 366,"Topics in Film, Television and Popular Culture","Literature, Science & the Arts",LSA,Screen Arts and Cultures,SAC,366,3.7376811594202897,69,300.0,False,0.0,False,72.46376811594203
1637,SAC 372,Contemporary Film Theory,"Literature, Science & the Arts",LSA,Screen Arts and Cultures,SAC,372,3.4179487179487174,78,300.0,False,1.282051282051282,False,43.58974358974359
1638,SAC 375,T.V. Theory&Crit,"Literature, Science & the Arts",LSA,Screen Arts and Cultures,SAC,375,3.7909090909090906,33,300.0,False,0.0,True,90.9090909090909
1639,SAC 376,New Media Theory,"Literature, Science & the Arts",LSA,Screen Arts and Cultures,SAC,376,3.637142857142857,35,300.0,False,0.0,False,71.42857142857143
1640,SAC 404,Topics in Media Production II,"Literature, Science & the Arts",LSA,Screen Arts and Cultures,SAC,404,3.7972972972972974,74,400.0,False,0.0,True,100.0
1641,SAC 423,Practicum for the Screenwriter,"Literature, Science & the Arts",LSA,Screen Arts and Cultures,SAC,423,3.835643564356436,101,400.0,False,0.0,False,81.1881188118812
1642,SI 106,"Programs, Information and People",Information,INF,School of Information,SI,106,3.4051775147928987,676,100.0,True,5.473372781065089,False,57.98816568047337
1643,SI 110,Introduction to Information Studies,Information,INF,School of Information,SI,110,3.6037463976945245,694,100.0,False,1.1527377521613833,False,73.342939481268
1644,SI 206,Agile Web Development,Information,INF,School of Information,SI,206,3.7650746268656716,335,200.0,False,1.1940298507462688,False,83.88059701492537
1645,SI 301,Models of Social Information Processing,Information,INF,School of Information,SI,301,3.4775449101796414,334,300.0,False,2.3952095808383236,False,58.08383233532935
1646,SI 310,Information Environments and Work,Information,INF,School of Information,SI,310,3.736153846153846,260,300.0,False,0.0,False,83.07692307692308
1647,SI 316,Designing and Analyzing Social Media Feeds,Information,INF,School of Information,SI,316,3.6914285714285717,35,300.0,False,0.0,False,77.14285714285715
1648,SI 320,Graphic Design,Information,INF,School of Information,SI,320,3.47962962962963,108,300.0,False,0.9259259259259258,False,62.03703703703704
1649,SI 330,Data Manipulation,Information,INF,School of Information,SI,330,3.7252032520325202,123,300.0,False,0.0,False,82.92682926829268
1650,SI 334,Persuasion and Social Influence,Information,INF,School of Information,SI,334,3.786666666666667,60,300.0,False,0.0,False,81.66666666666667
1651,SI 335,Social Media in Orgs,Information,INF,School of Information,SI,335,3.8921875,64,300.0,False,0.0,True,95.3125
1652,SI 360,Succeeding at Failing,Information,INF,School of Information,SI,360,3.9595041322314053,121,300.0,False,0.0,True,98.34710743801654
1653,SI 364,Bldg Interactive App,Information,INF,School of Information,SI,364,3.893063583815029,173,300.0,False,0.0,True,91.90751445086705
1654,SI 370,Data Exploration,Information,INF,School of Information,SI,370,3.6930693069306932,101,300.0,False,0.0,False,76.23762376237624
1655,SI 388,"Putting the H in HCI:  Human Perception, Cognition and Mental Processes",Information,INF,School of Information,SI,388,3.4650684931506857,146,300.0,False,0.0,False,53.42465753424658
1656,SI 410,Ethics and Information Technology,Information,INF,School of Information,SI,410,3.534722222222222,72,400.0,False,4.166666666666666,False,68.05555555555556
1657,SI 422,Needs Assessment and Usability Evaluation,Information,INF,School of Information,SI,422,3.8913461538461536,208,400.0,False,0.0,False,89.90384615384616
1658,SI 425,Intro User Modeling,Information,INF,School of Information,SI,425,3.688489208633094,139,400.0,False,0.0,False,69.06474820143885
1659,SI 429,Online Communities:  Analysis and Design of Online Interaction,Information,INF,School of Information,SI,429,3.770588235294118,34,400.0,False,0.0,False,82.35294117647058
1660,SI 430,IT & Global Society,Information,INF,School of Information,SI,430,3.9151515151515155,33,400.0,False,0.0,True,96.96969696969697
1661,SI 482,Interact Des Studio,Information,INF,School of Information,SI,482,3.8618644067796613,118,400.0,False,0.0,False,89.83050847457628
1662,SI 485,IA Project Course,Information,INF,School of Information,SI,485,3.7924999999999995,40,400.0,False,0.0,False,80.0
1663,SI 487,User Exp Final Proj,Information,INF,School of Information,SI,487,3.9084337349397593,83,400.0,False,0.0,True,98.79518072289156
1664,SI 491,Independent Study,Information,INF,School of Information,SI,491,3.9432432432432436,37,400.0,False,0.0,True,100.0
1665,SI 501,Contextual Inquiry and Consulting Foundations,Information,INF,School of Information,SI,501,3.904285714285714,630,500.0,False,0.0,True,96.19047619047619
1666,SI 502,"Networked Computing:  Storage, Communication, and Processing",Information,INF,School of Information,SI,502,3.935294117647059,68,500.0,False,0.0,True,92.64705882352942
1667,SI 506,Programming I,Information,INF,School of Information,SI,506,3.8055882352941173,340,500.0,False,1.4705882352941175,False,86.1764705882353
1668,SI 507,Inter Programming,Information,INF,School of Information,SI,507,3.8542168674698787,166,500.0,False,0.0,False,89.1566265060241
1669,SI 520,Graphic Design,Information,INF,School of Information,SI,520,3.6582978723404262,235,500.0,False,0.425531914893617,False,77.4468085106383
1670,SI 523,Info & Control,Information,INF,School of Information,SI,523,3.5999999999999996,47,500.0,False,0.0,False,70.2127659574468
1671,SI 530,Principles in Management,Information,INF,School of Information,SI,530,3.9208333333333334,72,500.0,False,0.0,True,97.22222222222221
1672,SI 534,Theories of Social Influence,Information,INF,School of Information,SI,534,3.5633802816901414,71,500.0,False,0.0,False,64.7887323943662
